itemname,folder,code,prefecture,gender,2025,2023,2024
【08】都道府県の管理職の男女比,行政,9,栃木県,men,426,NA,434
【08】都道府県の管理職の男女比,行政,9,栃木県,women,54,NA,54
【08】都道府県の管理職の男女比,行政,10,群馬県,men,737,NA,780
【08】都道府県の管理職の男女比,行政,10,群馬県,women,142,NA,146
【08】都道府県の管理職の男女比,行政,11,埼玉県,men,946,NA,963
【08】都道府県の管理職の男女比,行政,11,埼玉県,women,131,NA,123
【08】都道府県の管理職の男女比,行政,12,千葉県,men,662,NA,651
【08】都道府県の管理職の男女比,行政,12,千葉県,women,65,NA,55
【08】都道府県の管理職の男女比,行政,13,東京都,men,3135,NA,3179
【08】都道府県の管理職の男女比,行政,13,東京都,women,577,NA,566
【08】都道府県の管理職の男女比,行政,14,神奈川県,men,838,NA,782
【08】都道府県の管理職の男女比,行政,14,神奈川県,women,154,NA,130
【08】都道府県の管理職の男女比,行政,15,新潟県,men,738,NA,755
【08】都道府県の管理職の男女比,行政,15,新潟県,women,101,NA,97
【08】都道府県の管理職の男女比,行政,16,富山県,men,621,NA,593
【08】都道府県の管理職の男女比,行政,16,富山県,women,147,NA,129
【08】都道府県の管理職の男女比,行政,17,石川県,men,620,NA,719
【08】都道府県の管理職の男女比,行政,17,石川県,women,87,NA,103
【08】都道府県の管理職の男女比,行政,18,福井県,men,451,NA,457
【08】都道府県の管理職の男女比,行政,18,福井県,women,118,NA,103
【08】都道府県の管理職の男女比,行政,19,山梨県,men,540,NA,561
【08】都道府県の管理職の男女比,行政,19,山梨県,women,86,NA,78
【08】都道府県の管理職の男女比,行政,20,長野県,men,701,NA,722
【08】都道府県の管理職の男女比,行政,20,長野県,women,91,NA,81
【08】都道府県の管理職の男女比,行政,21,岐阜県,men,746,NA,745
【08】都道府県の管理職の男女比,行政,21,岐阜県,women,172,NA,157
【08】都道府県の管理職の男女比,行政,22,静岡県,men,864,NA,880
【08】都道府県の管理職の男女比,行政,22,静岡県,women,121,NA,116
【08】都道府県の管理職の男女比,行政,23,愛知県,men,1301,NA,1311
【08】都道府県の管理職の男女比,行政,23,愛知県,women,191,NA,174
【08】都道府県の管理職の男女比,行政,24,三重県,men,647,NA,663
【08】都道府県の管理職の男女比,行政,24,三重県,women,91,NA,86
【08】都道府県の管理職の男女比,行政,25,滋賀県,men,488,NA,492
【08】都道府県の管理職の男女比,行政,25,滋賀県,women,85,NA,66
【08】都道府県の管理職の男女比,行政,26,京都府,men,547,NA,559
【08】都道府県の管理職の男女比,行政,26,京都府,women,105,NA,99
【08】都道府県の管理職の男女比,行政,27,大阪府,men,849,NA,784
【08】都道府県の管理職の男女比,行政,27,大阪府,women,89,NA,79
【08】都道府県の管理職の男女比,行政,28,兵庫県,men,638,NA,741
【08】都道府県の管理職の男女比,行政,28,兵庫県,women,123,NA,121
【08】都道府県の管理職の男女比,行政,29,奈良県,men,374,NA,384
【08】都道府県の管理職の男女比,行政,29,奈良県,women,49,NA,44
【08】都道府県の管理職の男女比,行政,30,和歌山県,men,509,NA,489
【08】都道府県の管理職の男女比,行政,30,和歌山県,women,59,NA,67
【08】都道府県の管理職の男女比,行政,31,鳥取県,men,415,NA,399
【08】都道府県の管理職の男女比,行政,31,鳥取県,women,132,NA,126
【08】都道府県の管理職の男女比,行政,32,島根県,men,574,NA,576
【08】都道府県の管理職の男女比,行政,32,島根県,women,102,NA,99
【08】都道府県の管理職の男女比,行政,33,岡山県,men,690,NA,701
【08】都道府県の管理職の男女比,行政,33,岡山県,women,102,NA,95
【08】都道府県の管理職の男女比,行政,34,広島県,men,345,NA,349
【08】都道府県の管理職の男女比,行政,34,広島県,women,67,NA,51
【08】都道府県の管理職の男女比,行政,35,山口県,men,492,NA,498
【08】都道府県の管理職の男女比,行政,35,山口県,women,62,NA,51
【08】都道府県の管理職の男女比,行政,36,徳島県,men,409,NA,414
【08】都道府県の管理職の男女比,行政,36,徳島県,women,93,NA,77
【08】都道府県の管理職の男女比,行政,37,香川県,men,349,NA,356
【08】都道府県の管理職の男女比,行政,37,香川県,women,64,NA,63
【08】都道府県の管理職の男女比,行政,38,愛媛県,men,436,NA,437
【08】都道府県の管理職の男女比,行政,38,愛媛県,women,50,NA,52
【08】都道府県の管理職の男女比,行政,39,高知県,men,311,NA,320
【08】都道府県の管理職の男女比,行政,39,高知県,women,70,NA,63
【08】都道府県の管理職の男女比,行政,40,福岡県,men,538,NA,544
【08】都道府県の管理職の男女比,行政,40,福岡県,women,120,NA,113
【08】都道府県の管理職の男女比,行政,41,佐賀県,men,348,NA,352
【08】都道府県の管理職の男女比,行政,41,佐賀県,women,57,NA,55
【08】都道府県の管理職の男女比,行政,42,長崎県,men,423,NA,401
【08】都道府県の管理職の男女比,行政,42,長崎県,women,74,NA,66
【08】都道府県の管理職の男女比,行政,43,熊本県,men,460,NA,466
【08】都道府県の管理職の男女比,行政,43,熊本県,women,62,NA,57
【08】都道府県の管理職の男女比,行政,44,大分県,men,353,NA,471
【08】都道府県の管理職の男女比,行政,44,大分県,women,47,NA,46
【08】都道府県の管理職の男女比,行政,45,宮崎県,men,416,NA,413
【08】都道府県の管理職の男女比,行政,45,宮崎県,women,39,NA,37
【08】都道府県の管理職の男女比,行政,46,鹿児島県,men,488,NA,512
【08】都道府県の管理職の男女比,行政,46,鹿児島県,women,69,NA,64
【08】都道府県の管理職の男女比,行政,47,沖縄県,men,431,NA,465
【08】都道府県の管理職の男女比,行政,47,沖縄県,women,95,NA,98
【09】都道府県審議会委員の男女比,行政,1,北海道,men,738,NA,724
【09】都道府県審議会委員の男女比,行政,1,北海道,women,404,NA,393
【09】都道府県審議会委員の男女比,行政,2,青森県,men,469,NA,459
【09】都道府県審議会委員の男女比,行政,2,青森県,women,197,NA,207
【09】都道府県審議会委員の男女比,行政,3,岩手県,men,456,NA,461
【09】都道府県審議会委員の男女比,行政,3,岩手県,women,221,NA,221
【09】都道府県審議会委員の男女比,行政,4,宮城県,men,527,NA,526
【09】都道府県審議会委員の男女比,行政,4,宮城県,women,251,NA,252
【09】都道府県審議会委員の男女比,行政,5,秋田県,men,522,NA,531
【09】都道府県審議会委員の男女比,行政,5,秋田県,women,167,NA,183
【09】都道府県審議会委員の男女比,行政,6,山形県,men,409,NA,411
【09】都道府県審議会委員の男女比,行政,6,山形県,women,235,NA,239
【09】都道府県審議会委員の男女比,行政,7,福島県,men,492,NA,490
【09】都道府県審議会委員の男女比,行政,7,福島県,women,284,NA,280
【09】都道府県審議会委員の男女比,行政,8,茨城県,men,495,NA,475
【09】都道府県審議会委員の男女比,行政,8,茨城県,women,373,NA,338
【09】都道府県審議会委員の男女比,行政,9,栃木県,men,430,NA,434
【09】都道府県審議会委員の男女比,行政,9,栃木県,women,225,NA,224
【09】都道府県審議会委員の男女比,行政,10,群馬県,men,390,NA,387
【09】都道府県審議会委員の男女比,行政,10,群馬県,women,253,NA,249
【09】都道府県審議会委員の男女比,行政,11,埼玉県,men,508,NA,590
【09】都道府県審議会委員の男女比,行政,11,埼玉県,women,414,NA,389
【09】都道府県審議会委員の男女比,行政,12,千葉県,men,681,NA,752
【09】都道府県審議会委員の男女比,行政,12,千葉県,women,339,NA,352
【09】都道府県審議会委員の男女比,行政,13,東京都,men,1025,NA,1070
【09】都道府県審議会委員の男女比,行政,13,東京都,women,765,NA,741
【09】都道府県審議会委員の男女比,行政,14,神奈川県,men,829,NA,818
【09】都道府県審議会委員の男女比,行政,14,神奈川県,women,374,NA,360
【09】都道府県審議会委員の男女比,行政,15,新潟県,men,512,NA,537
【09】都道府県審議会委員の男女比,行政,15,新潟県,women,307,NA,304
【09】都道府県審議会委員の男女比,行政,16,富山県,men,506,NA,456
【09】都道府県審議会委員の男女比,行政,16,富山県,women,238,NA,206
【09】都道府県審議会委員の男女比,行政,17,石川県,men,364,NA,368
【09】都道府県審議会委員の男女比,行政,17,石川県,women,277,NA,273
【09】都道府県審議会委員の男女比,行政,18,福井県,men,276,NA,303
【09】都道府県審議会委員の男女比,行政,18,福井県,women,219,NA,212
【09】都道府県審議会委員の男女比,行政,19,山梨県,men,401,NA,377
【09】都道府県審議会委員の男女比,行政,19,山梨県,women,158,NA,154
【09】都道府県審議会委員の男女比,行政,20,長野県,men,460,NA,457
【09】都道府県審議会委員の男女比,行政,20,長野県,women,304,NA,308
【09】都道府県審議会委員の男女比,行政,21,岐阜県,men,426,NA,434
【09】都道府県審議会委員の男女比,行政,21,岐阜県,women,330,NA,320
【09】都道府県審議会委員の男女比,行政,22,静岡県,men,555,NA,548
【09】都道府県審議会委員の男女比,行政,22,静岡県,women,278,NA,285
【09】都道府県審議会委員の男女比,行政,23,愛知県,men,740,NA,740
【09】都道府県審議会委員の男女比,行政,23,愛知県,women,421,NA,414
【09】都道府県審議会委員の男女比,行政,24,三重県,men,510,NA,500
【09】都道府県審議会委員の男女比,行政,24,三重県,women,232,NA,240
【09】都道府県審議会委員の男女比,行政,25,滋賀県,men,364,NA,364
【09】都道府県審議会委員の男女比,行政,25,滋賀県,women,245,NA,228
【09】都道府県審議会委員の男女比,行政,26,京都府,men,566,NA,520
【09】都道府県審議会委員の男女比,行政,26,京都府,women,277,NA,269
【09】都道府県審議会委員の男女比,行政,27,大阪府,men,1761,NA,900
【09】都道府県審議会委員の男女比,行政,27,大阪府,women,837,NA,437
【09】都道府県審議会委員の男女比,行政,28,兵庫県,men,720,NA,655
【09】都道府県審議会委員の男女比,行政,28,兵庫県,women,308,NA,333
【09】都道府県審議会委員の男女比,行政,29,奈良県,men,389,NA,399
【09】都道府県審議会委員の男女比,行政,29,奈良県,women,189,NA,202
【09】都道府県審議会委員の男女比,行政,30,和歌山県,men,437,NA,462
【09】都道府県審議会委員の男女比,行政,30,和歌山県,women,214,NA,222
【09】都道府県審議会委員の男女比,行政,31,鳥取県,men,205,NA,204
【09】都道府県審議会委員の男女比,行政,31,鳥取県,women,155,NA,155
【09】都道府県審議会委員の男女比,行政,32,島根県,men,386,NA,377
【09】都道府県審議会委員の男女比,行政,32,島根県,women,288,NA,290
【09】都道府県審議会委員の男女比,行政,33,岡山県,men,475,NA,465
【09】都道府県審議会委員の男女比,行政,33,岡山県,women,238,NA,242
【09】都道府県審議会委員の男女比,行政,34,広島県,men,654,NA,592
【09】都道府県審議会委員の男女比,行政,34,広島県,women,283,NA,258
【09】都道府県審議会委員の男女比,行政,35,山口県,men,447,NA,432
【09】都道府県審議会委員の男女比,行政,35,山口県,women,222,NA,223
【09】都道府県審議会委員の男女比,行政,36,徳島県,men,293,NA,283
【09】都道府県審議会委員の男女比,行政,36,徳島県,women,288,NA,304
【09】都道府県審議会委員の男女比,行政,37,香川県,men,367,NA,376
【09】都道府県審議会委員の男女比,行政,37,香川県,women,210,NA,201
【09】都道府県審議会委員の男女比,行政,38,愛媛県,men,362,NA,450
【09】都道府県審議会委員の男女比,行政,38,愛媛県,women,208,NA,217
【09】都道府県審議会委員の男女比,行政,39,高知県,men,445,NA,397
【09】都道府県審議会委員の男女比,行政,39,高知県,women,204,NA,182
【09】都道府県審議会委員の男女比,行政,40,福岡県,men,658,NA,667
【09】都道府県審議会委員の男女比,行政,40,福岡県,women,348,NA,332
【09】都道府県審議会委員の男女比,行政,41,佐賀県,men,378,NA,369
【09】都道府県審議会委員の男女比,行政,41,佐賀県,women,229,NA,231
【09】都道府県審議会委員の男女比,行政,42,長崎県,men,482,NA,473
【09】都道府県審議会委員の男女比,行政,42,長崎県,women,263,NA,265
【09】都道府県審議会委員の男女比,行政,43,熊本県,men,487,NA,484
【09】都道府県審議会委員の男女比,行政,43,熊本県,women,230,NA,232
【09】都道府県審議会委員の男女比,行政,44,大分県,men,385,NA,412
【09】都道府県審議会委員の男女比,行政,44,大分県,women,245,NA,225
【09】都道府県審議会委員の男女比,行政,45,宮崎県,men,357,NA,349
【09】都道府県審議会委員の男女比,行政,45,宮崎県,women,205,NA,206
【09】都道府県審議会委員の男女比,行政,46,鹿児島県,men,502,NA,505
【09】都道府県審議会委員の男女比,行政,46,鹿児島県,women,332,NA,330
【09】都道府県審議会委員の男女比,行政,47,沖縄県,men,404,NA,375
【09】都道府県審議会委員の男女比,行政,47,沖縄県,women,230,NA,211
【10】都道府県防災会議の男女比,行政,1,北海道,men,57,62,58
【10】都道府県防災会議の男女比,行政,1,北海道,women,12,7,11
【10】都道府県防災会議の男女比,行政,2,青森県,men,44,47,48
【10】都道府県防災会議の男女比,行政,2,青森県,women,14,13,12
【10】都道府県防災会議の男女比,行政,3,岩手県,men,66,65,65
【10】都道府県防災会議の男女比,行政,3,岩手県,women,12,12,12
【10】都道府県防災会議の男女比,行政,4,宮城県,men,43,52,44
【10】都道府県防災会議の男女比,行政,4,宮城県,women,17,6,16
【10】都道府県防災会議の男女比,行政,5,秋田県,men,52,55,54
【10】都道府県防災会議の男女比,行政,5,秋田県,women,9,6,7
【10】都道府県防災会議の男女比,行政,6,山形県,men,55,55,53
【10】都道府県防災会議の男女比,行政,6,山形県,women,7,6,9
【10】都道府県防災会議の男女比,行政,7,福島県,men,45,42,43
【10】都道府県防災会議の男女比,行政,7,福島県,women,23,12,11
【10】都道府県防災会議の男女比,行政,8,茨城県,men,38,38,40
【10】都道府県防災会議の男女比,行政,8,茨城県,women,14,14,12
【10】都道府県防災会議の男女比,行政,9,栃木県,men,48,44,44
【10】都道府県防災会議の男女比,行政,9,栃木県,women,9,12,12
【10】都道府県防災会議の男女比,行政,10,群馬県,men,42,41,43
【10】都道府県防災会議の男女比,行政,10,群馬県,women,11,12,10
【10】都道府県防災会議の男女比,行政,11,埼玉県,men,46,56,50
【10】都道府県防災会議の男女比,行政,11,埼玉県,women,27,17,23
【10】都道府県防災会議の男女比,行政,12,千葉県,men,41,41,38
【10】都道府県防災会議の男女比,行政,12,千葉県,women,11,12,15
【10】都道府県防災会議の男女比,行政,13,東京都,men,61,65,64
【10】都道府県防災会議の男女比,行政,13,東京都,women,28,22,28
【10】都道府県防災会議の男女比,行政,14,神奈川県,men,48,49,49
【10】都道府県防災会議の男女比,行政,14,神奈川県,women,9,7,8
【10】都道府県防災会議の男女比,行政,15,新潟県,men,60,64,61
【10】都道府県防災会議の男女比,行政,15,新潟県,women,15,13,13
【10】都道府県防災会議の男女比,行政,16,富山県,men,55,56,55
【10】都道府県防災会議の男女比,行政,16,富山県,women,12,11,12
【10】都道府県防災会議の男女比,行政,17,石川県,men,57,60,58
【10】都道府県防災会議の男女比,行政,17,石川県,women,14,9,12
【10】都道府県防災会議の男女比,行政,18,福井県,men,32,46,31
【10】都道府県防災会議の男女比,行政,18,福井県,women,20,10,21
【10】都道府県防災会議の男女比,行政,19,山梨県,men,60,63,60
【10】都道府県防災会議の男女比,行政,19,山梨県,women,6,2,4
【10】都道府県防災会議の男女比,行政,20,長野県,men,63,65,63
【10】都道府県防災会議の男女比,行政,20,長野県,women,17,15,17
【10】都道府県防災会議の男女比,行政,21,岐阜県,men,45,44,45
【10】都道府県防災会議の男女比,行政,21,岐阜県,women,14,17,16
【10】都道府県防災会議の男女比,行政,22,静岡県,men,49,56,52
【10】都道府県防災会議の男女比,行政,22,静岡県,women,13,4,11
【10】都道府県防災会議の男女比,行政,23,愛知県,men,60,62,63
【10】都道府県防災会議の男女比,行政,23,愛知県,women,12,7,8
【10】都道府県防災会議の男女比,行政,24,三重県,men,57,56,55
【10】都道府県防災会議の男女比,行政,24,三重県,women,8,9,10
【10】都道府県防災会議の男女比,行政,25,滋賀県,men,41,41,42
【10】都道府県防災会議の男女比,行政,25,滋賀県,women,36,21,20
【10】都道府県防災会議の男女比,行政,26,京都府,men,53,53,53
【10】都道府県防災会議の男女比,行政,26,京都府,women,13,13,13
【10】都道府県防災会議の男女比,行政,27,大阪府,men,55,53,54
【10】都道府県防災会議の男女比,行政,27,大阪府,women,8,8,9
【10】都道府県防災会議の男女比,行政,28,兵庫県,men,48,49,49
【10】都道府県防災会議の男女比,行政,28,兵庫県,women,11,7,7
【10】都道府県防災会議の男女比,行政,29,奈良県,men,53,53,53
【10】都道府県防災会議の男女比,行政,29,奈良県,women,8,8,8
【10】都道府県防災会議の男女比,行政,30,和歌山県,men,47,47,48
【10】都道府県防災会議の男女比,行政,30,和歌山県,women,10,8,8
【10】都道府県防災会議の男女比,行政,31,鳥取県,men,41,40,40
【10】都道府県防災会議の男女比,行政,31,鳥取県,women,28,29,29
【10】都道府県防災会議の男女比,行政,32,島根県,men,42,42,42
【10】都道府県防災会議の男女比,行政,32,島根県,women,30,31,30
【10】都道府県防災会議の男女比,行政,33,岡山県,men,49,50,50
【10】都道府県防災会議の男女比,行政,33,岡山県,women,16,9,9
【10】都道府県防災会議の男女比,行政,34,広島県,men,57,56,53
【10】都道府県防災会議の男女比,行政,34,広島県,women,16,17,20
【10】都道府県防災会議の男女比,行政,35,山口県,men,50,50,50
【10】都道府県防災会議の男女比,行政,35,山口県,women,10,10,10
【10】都道府県防災会議の男女比,行政,36,徳島県,men,42,43,41
【10】都道府県防災会議の男女比,行政,36,徳島県,women,38,38,40
【10】都道府県防災会議の男女比,行政,37,香川県,men,48,50,49
【10】都道府県防災会議の男女比,行政,37,香川県,women,12,10,11
【10】都道府県防災会議の男女比,行政,38,愛媛県,men,54,53,53
【10】都道府県防災会議の男女比,行政,38,愛媛県,women,7,7,7
【10】都道府県防災会議の男女比,行政,39,高知県,men,50,54,54
【10】都道府県防災会議の男女比,行政,39,高知県,women,10,6,6
【10】都道府県防災会議の男女比,行政,40,福岡県,men,45,48,47
【10】都道府県防災会議の男女比,行政,40,福岡県,women,16,13,14
【10】都道府県防災会議の男女比,行政,41,佐賀県,men,53,51,53
【10】都道府県防災会議の男女比,行政,41,佐賀県,women,19,18,19
【10】都道府県防災会議の男女比,行政,42,長崎県,men,59,59,59
【10】都道府県防災会議の男女比,行政,42,長崎県,women,9,9,9
【10】都道府県防災会議の男女比,行政,43,熊本県,men,45,46,47
【10】都道府県防災会議の男女比,行政,43,熊本県,women,24,11,22
【10】都道府県防災会議の男女比,行政,44,大分県,men,46,54,46
【10】都道府県防災会議の男女比,行政,44,大分県,women,14,5,14
【10】都道府県防災会議の男女比,行政,45,宮崎県,men,46,46,46
【10】都道府県防災会議の男女比,行政,45,宮崎県,women,9,9,9
【10】都道府県防災会議の男女比,行政,46,鹿児島県,men,40,40,40
【10】都道府県防災会議の男女比,行政,46,鹿児島県,women,17,17,17
【10】都道府県防災会議の男女比,行政,47,沖縄県,men,20,44,44
【10】都道府県防災会議の男女比,行政,47,沖縄県,women,5,12,12
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,1,北海道,men,217,219,215
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,1,北海道,women,12,10,12
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,2,青森県,men,57,61,59
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,2,青森県,women,17,15,17
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,3,岩手県,men,45,45,45
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,3,岩手県,women,16,15,16
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,4,宮城県,men,53,55,54
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,4,宮城県,women,9,8,8
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,5,秋田県,men,43,43,42
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,5,秋田県,women,13,13,14
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,6,山形県,men,40,40,40
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,6,山形県,women,16,16,15
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,7,福島県,men,37,40,38
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,7,福島県,women,23,21,23
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,8,茨城県,men,64,66,65
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,8,茨城県,women,11,9,10
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,9,栃木県,men,32,34,34
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,9,栃木県,women,14,12,12
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,10,群馬県,men,36,37,37
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,10,群馬県,women,13,12,12
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,11,埼玉県,men,36,42,41
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,11,埼玉県,women,15,9,10
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,12,千葉県,men,56,57,56
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,12,千葉県,women,7,6,7
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,13,東京都,men,67,72,71
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,13,東京都,women,19,14,15
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,14,神奈川県,men,58,60,59
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,14,神奈川県,women,12,10,11
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,15,新潟県,men,61,60,60
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,15,新潟県,women,12,13,13
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,16,富山県,men,48,47,48
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,16,富山県,women,11,12,11
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,17,石川県,men,54,55,54
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,17,石川県,women,6,6,7
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,18,福井県,men,42,44,43
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,18,福井県,women,21,19,20
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,19,山梨県,men,42,39,42
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,19,山梨県,women,6,6,6
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,20,長野県,men,32,33,34
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,20,長野県,women,17,16,15
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,21,岐阜県,men,35,36,36
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,21,岐阜県,women,15,14,14
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,22,静岡県,men,44,44,44
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,22,静岡県,women,19,19,19
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,23,愛知県,men,54,57,56
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,23,愛知県,women,14,13,13
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,24,三重県,men,46,49,48
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,24,三重県,women,17,14,15
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,25,滋賀県,men,44,44,44
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,25,滋賀県,women,12,12,12
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,26,京都府,men,48,49,49
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,26,京都府,women,10,9,9
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,27,大阪府,men,65,66,66
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,27,大阪府,women,10,10,10
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,28,兵庫県,men,68,69,70
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,28,兵庫県,women,10,10,9
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,29,奈良県,men,34,35,33
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,29,奈良県,women,12,11,13
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,30,和歌山県,men,49,51,50
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,30,和歌山県,women,11,10,10
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,31,鳥取県,men,29,31,31
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,31,鳥取県,women,25,23,23
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,32,島根県,men,56,57,57
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,32,島根県,women,15,14,14
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,33,岡山県,men,49,48,45
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,33,岡山県,women,16,17,19
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,34,広島県,men,59,60,58
【11】都道府県の選挙管理委員会など地方自治法１８０条の５に基づく委員会の男女比＝教育委員会を除外,行政,34,広島県,women,10,9,10
